Reference,Journal_name,Publication_year,Experiment_year,IF,Data_details,Variable_name,Variable_identity,Plant_species,Plant_status,Herbivore_feeding_guild,cor,n,zr,var,Bio_var
Kozlov et al. 2009,Environmental Pollution,2009,NA,8.071,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Losses,Herbivory,Salix caprea,Native,Defoliators,0.4674658701611967,4,0.5068226525888849,1,Bio_9
Kozlov et al. 2013,Ecography,2013,2008,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_F, 2008",Herbivore abundance,Betula pendula,Native,Miners,0.15207493338115924,8,0.15326380921349944,0.2,Bio_9
Kozlov et al. 2013,Ecography,2013,2008,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_F, 2008",Herbivore abundance,Betula pubescens,Native,Miners,0.2981827757736317,9,0.3075238474802295,0.16666666666666666,Bio_9
Kozlov et al. 2013,Ecography,2013,2008,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2008",Herbivore abundance,Betula pendula,Native,Miners,0.4837281459037328,9,0.5278398705425156,0.16666666666666666,Bio_9
Kozlov et al. 2013,Ecography,2013,2008,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2008",Herbivore abundance,Betula pubescens,Native,Miners,0.2620825642012971,10,0.26834326076405746,0.14285714285714285,Bio_9
Kozlov et al. 2013,Ecography,2013,2009,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_K, 2009",Herbivore abundance,Betula pendula,Native,Miners,-0.025777631972101235,8,-0.025783343877414627,0.2,Bio_9
Kozlov et al. 2013,Ecography,2013,2009,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_K, 2009",Herbivore abundance,Betula pubescens,Native,Miners,0.6132601965778728,10,0.7141301264938386,0.14285714285714285,Bio_9
Kozlov et al. 2013,Ecography,2013,2009,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2009",Herbivore abundance,Betula pendula,Native,Miners,0.6033461704121474,9,0.6983920731817406,0.16666666666666666,Bio_9
Kozlov et al. 2013,Ecography,2013,2009,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2009",Herbivore abundance,Betula pubescens,Native,Miners,0.48485162718305735,10,0.5293075850814254,0.14285714285714285,Bio_9
Kozlov et al. 2013,Ecography,2013,2010,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_A, 2010",Herbivore abundance,Betula pendula,Native,Miners,0.1273168906952878,9,0.12801157790079468,0.16666666666666666,Bio_9
Kozlov et al. 2013,Ecography,2013,2010,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_A, 2010",Herbivore abundance,Betula pubescens,Native,Miners,0.47257318206368093,10,0.5133782457646687,0.14285714285714285,Bio_9
Kozlov et al. 2013,Ecography,2013,2010,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2010",Herbivore abundance,Betula pendula,Native,Miners,-0.3225937994688201,9,-0.33453949666164856,0.16666666666666666,Bio_9
Kozlov et al. 2013,Ecography,2013,2010,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2010",Herbivore abundance,Betula pubescens,Native,Miners,0.24563229147144192,10,0.2507593091945999,0.14285714285714285,Bio_9
Kozlov et al. 2013,Ecography,2013,2011,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_N, 2011",Herbivore abundance,Betula pendula,Native,Miners,-0.9910856039100392,3,-2.7043838952221755,1,Bio_9
Kozlov et al. 2013,Ecography,2013,2011,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_N, 2011",Herbivore abundance,Betula pubescens,Native,Miners,-0.3503993665827247,10,-0.36589894542370927,0.14285714285714285,Bio_9
Kozlov et al. 2013,Ecography,2013,2011,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2011",Herbivore abundance,Betula pendula,Native,Miners,-0.35670844952521935,9,-0.3731093718984985,0.16666666666666666,Bio_9
Kozlov et al. 2013,Ecography,2013,2011,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2011",Herbivore abundance,Betula pubescens,Native,Miners,0.23328267788700255,10,0.23765827687473248,0.14285714285714285,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula nana_Defoliators_DL",Herbivory,Betula nana,Native,Defoliators,-0.16776263955282808,3,-0.16936361702114977,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula nana_Defoliators_LA",Herbivory,Betula nana,Native,Defoliators,0.1623806625657543,3,0.16383086516384318,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula pubescens_Defoliators_DL",Herbivory,Betula pubescens,Native,Defoliators,0.997634587691873,3,3.369383354607917,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula pubescens_Defoliators_LA",Herbivory,Betula pubescens,Native,Defoliators,0.9340382183720716,3,1.6891449645339602,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula pubescens_Miners_DL",Herbivory,Betula pubescens,Native,Miners,0.596682448001014,3,0.68797953186577,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula pubescens_Miners_LA",Herbivory,Betula pubescens,Native,Miners,0.728861005739338,3,0.9262932545675208,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix lanata_Defoliators_DL",Herbivory,Salix lanata,Native,Defoliators,0.017097960654219313,4,0.017099627087274378,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix lanata_Defoliators_LA",Herbivory,Salix lanata,Native,Defoliators,-0.21938405891494728,4,-0.2230089321890983,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix lanata_Gallers_DL",Herbivory,Salix lanata,Native,Gallers,-0.32527980373341797,4,-0.3375404039356691,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix lanata_Gallers_LA",Herbivory,Salix lanata,Native,Gallers,-0.3252798037334179,4,-0.33754040393566903,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix myrtilloides_Defoliators_DL",Herbivory,Salix myrtilloides,Native,Defoliators,-0.8053217858598659,3,-1.11357305898936,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix myrtilloides_Defoliators_LA",Herbivory,Salix myrtilloides,Native,Defoliators,-0.9168456516461283,3,-1.568868862331585,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix myrtilloides_Gallers_DL",Herbivory,Salix myrtilloides,Native,Gallers,-0.52204988206319,3,-0.5791534703212076,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix myrtilloides_Gallers_LA",Herbivory,Salix myrtilloides,Native,Gallers,-0.52204988206319,3,-0.5791534703212076,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix phylicifolia_Defoliators_DL",Herbivory,Salix phylicifolia,Native,Defoliators,-0.8732291841486947,4,-1.3465191002064225,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix phylicifolia_Defoliators_LA",Herbivory,Salix phylicifolia,Native,Defoliators,-0.703351993459887,4,-0.8739035383786525,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Vaccinium myrtillus_Defoliators_DL",Herbivory,Vaccinium myrtillus,Native,Defoliators,-0.8657749240050289,3,-1.3159568460717228,1,Bio_9
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Vaccinium myrtillus_Defoliators_LA",Herbivory,Vaccinium myrtillus,Native,Defoliators,-0.6486561348012523,3,-0.7729751772257851,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Acer rubrum,Native,All folivores,0.845695933365761,4,1.2408432853064713,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Acer rubrum,Native,Defoliators,0.8114718133153611,4,1.1313237115811,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Acer rubrum,Native,Gallers,-0.07730043253339776,4,-0.07745495279127929,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Acer rubrum,Native,Miners,0.9965232868826076,4,3.1765376246628394,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Alnus incana,Native,All folivores,0.6564877418277488,6,0.786616012276152,0.3333333333333333,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Alnus incana,Native,Defoliators,0.5901220266518324,6,0.6778532745862319,0.3333333333333333,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Alnus incana,Native,Gallers,0.7473041677289006,6,0.966821441058448,0.3333333333333333,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Alnus incana,Native,Miners,0.5682435950987577,6,0.6449249955996365,0.3333333333333333,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Alnus viridis,Native,All folivores,0.15310351380882267,5,0.15431690957474947,0.5,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Alnus viridis,Native,Defoliators,0.636313346253026,5,0.7519541876083594,0.5,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Alnus viridis,Native,Gallers,-0.09789178645937002,5,-0.09820628927140389,0.5,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Alnus viridis,Native,Miners,-0.8045901315733145,5,-1.1114947645044086,0.5,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula nana,Native,All folivores,-0.7776017958588844,4,-1.0392754708588678,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula nana,Native,Defoliators,-0.7776017958588844,4,-1.0392754708588678,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula pendula,Native,All folivores,0.04421354017772556,13,0.04424238410647159,0.1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula pendula,Native,Defoliators,0.030883419469687368,13,0.03089324381272783,0.1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula pendula,Native,Gallers,0.1439601615045113,13,0.14496721605822074,0.1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula pendula,Native,Miners,0.016031352607922753,13,0.01603272619507864,0.1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula platyphylla,Native,All folivores,0.6046707097008349,8,0.7004773926406936,0.2,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula platyphylla,Native,Defoliators,0.31481829412542645,8,0.3258848442777534,0.2,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula platyphylla,Native,Gallers,0.2865266736253894,8,0.29477815648478045,0.2,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula platyphylla,Native,Miners,0.26759975419178034,8,0.2742766427400163,0.2,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula pubescens,Native,All folivores,-0.11236723814573699,10,-0.11284378471866525,0.14285714285714285,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula pubescens,Native,Defoliators,-0.04126161258266571,10,-0.0412850527812557,0.14285714285714285,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula pubescens,Native,Gallers,-0.31749140218456784,10,-0.32885481501328656,0.14285714285714285,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Betula pubescens,Native,Miners,0.4540611724735755,10,0.48980439854507607,0.14285714285714285,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Carpinus betulus,Native,All folivores,-0.49346958205631736,4,-0.5406364467537393,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Carpinus betulus,Native,Defoliators,-0.5304302600920004,4,-0.5907436810884074,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Carpinus betulus,Native,Gallers,0.49828909067364496,4,0.5470275269559729,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Carpinus betulus,Native,Miners,-0.41653306476921687,4,-0.44348993886577626,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Corylus avellana,Native,All folivores,0.934430986257582,3,1.6922326326998123,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Corylus avellana,Native,Defoliators,0.9222403818633302,3,1.603812200485447,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Corylus avellana,Native,Miners,-0.42677360814187487,3,-0.45594510908198355,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Cotoneaster melanocarpus,Native,All folivores,0.7510704149856285,3,0.9754062401337957,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Cotoneaster melanocarpus,Native,Defoliators,-0.38660094177544035,3,-0.4077974746816863,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Cotoneaster melanocarpus,Native,Gallers,0.34603380754789487,3,0.3609309851577339,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Cotoneaster melanocarpus,Native,Miners,0.9372309276128514,3,1.7147762006285554,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Dasiphora fruticosa,Native,All folivores,0.8370235353409375,3,1.2111480475905305,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Dasiphora fruticosa,Native,Defoliators,0.8370235353409375,3,1.2111480475905305,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Fagus sylvatica,Native,All folivores,-0.9717756225128606,4,-2.1232518462903816,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Fagus sylvatica,Native,Defoliators,-0.9959083656993378,4,-3.0949550360466174,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Fagus sylvatica,Native,Gallers,0.49573841222227905,4,0.5436400641554731,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Fagus sylvatica,Native,Miners,-0.46561353114051174,4,-0.5044549623577492,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Populus tremula,Native,All folivores,-0.04956025385752535,10,-0.049600890703946826,0.14285714285714285,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Populus tremula,Native,Defoliators,0.11868821053272165,10,0.11925028493950521,0.14285714285714285,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Populus tremula,Native,Gallers,-0.3058833307792088,10,-0.3159974574759619,0.14285714285714285,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Populus tremula,Native,Miners,-0.11831878085517089,10,-0.11887559343524576,0.14285714285714285,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Prunus padus,Native,All folivores,-0.9984640327222561,3,-3.5854869249531625,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Prunus padus,Native,Defoliators,-0.25484155848411,3,-0.2605838632162787,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Prunus padus,Native,Gallers,-0.8488473532185563,3,-1.2520137197746164,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Prunus padus,Native,Miners,-0.8573778218469978,3,-1.283360987967376,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Quercus mongolica,Native,All folivores,0.11605311236799883,4,0.11657837728399978,1,Bio_9
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Leaves damaged (%),Herbivory,Quercus mongolica,Native,Defoliators,0.0038679746296309734,4,0.0038679939196872384,1,Bio_9
